,city,type,address1,address2,address,tel,workhours,geocode,lat,lng
50,Симферополь,Авторизованный консультационный центр,"295024, г. Симферополь","ул. Севастопольская, д. 32/18","295024, г. Симферополь,ул. Севастопольская, д. 32/18",Телефон: +7 (978) 044-59-02,,"[{'address_components': [{'long_name': '18', 'short_name': '18', 'types': ['street_number']}, {'long_name': 'Ulitsa Sevastopolskaya', 'short_name': 'Ulitsa Sevastopolskaya', 'types': ['route']}, {'long_name': 'Tsentralnyy rayon', 'short_name': 'Tsentralnyy rayon', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': ""Simferopol'"", 'short_name': ""Simferopol'"", 'types': ['locality', 'political']}, {'long_name': 'Krym', 'short_name': 'Krym', 'types': ['administrative_area_level_1', 'political']}], 'formatted_address': ""18 Ulitsa Sevastopolskaya, Simferopol'"", 'geometry': {'location': {'lat': 44.945897, 'lng': 34.099576}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 44.94724598029149, 'lng': 34.1009249802915}, 'southwest': {'lat': 44.94454801970849, 'lng': 34.0982270197085}}}, 'partial_match': True, 'place_id': 'ChIJAUfr-Njd6kARggm11qFANUs', 'types': ['street_address']}, {'address_components': [{'long_name': '32', 'short_name': '32', 'types': ['street_number']}, {'long_name': 'Ulitsa Sevastopolskaya', 'short_name': 'Ulitsa Sevastopolskaya', 'types': ['route']}, {'long_name': 'Tsentralnyy rayon', 'short_name': 'Tsentralnyy rayon', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': ""Simferopol'"", 'short_name': ""Simferopol'"", 'types': ['locality', 'political']}, {'long_name': 'Krym', 'short_name': 'Krym', 'types': ['administrative_area_level_1', 'political']}], 'formatted_address': ""32 Ulitsa Sevastopolskaya, Simferopol'"", 'geometry': {'bounds': {'northeast': {'lat': 44.942043, 'lng': 34.0968011}, 'southwest': {'lat': 44.941036, 'lng': 34.096107}}, 'location': {'lat': 44.9415395, 'lng': 34.0964541}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 44.94288848029149, 'lng': 34.0978030302915}, 'southwest': {'lat': 44.94019051970849, 'lng': 34.0951050697085}}}, 'partial_match': True, 'place_id': 'ChIJt6xCLdbd6kARPu2tn1Qo8O8', 'types': ['premise']}]",44.945897,34.099576
51,Смоленск,Авторизованный консультационный центр,"214013, г. Смоленск","пер. Тульский, 3","214013, г. Смоленск,пер. Тульский, 3",Телефон: +7 (4812) 38-90-72,,"[{'address_components': [{'long_name': '3', 'short_name': '3', 'types': ['street_number']}, {'long_name': 'Tulskiy pereulok', 'short_name': 'Tulskiy per.', 'types': ['route']}, {'long_name': 'Smolensk', 'short_name': 'Smolensk', 'types': ['locality', 'political']}, {'long_name': 'gorod Smolensk', 'short_name': 'g. Smolensk', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Smolenskaya oblast'"", 'short_name': ""Smolenskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '214013', 'short_name': '214013', 'types': ['postal_code']}], 'formatted_address': ""Tulskiy per., 3, Smolensk, Smolenskaya oblast', Russia, 214013"", 'geometry': {'location': {'lat': 54.766924, 'lng': 32.01944}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 54.76827298029149, 'lng': 32.0207889802915}, 'southwest': {'lat': 54.7655750197085, 'lng': 32.0180910197085}}}, 'place_id': 'ChIJGwTdDRlYzkYRLAmvMfvjqoY', 'types': ['street_address']}]",54.766924,32.01944
52,Сочи,Авторизованный консультационный центр,"354000, г. Сочи,","354000, г. Сочи,","354000, г. Сочи,,354000, г. Сочи,","Телефон: +7 (862) 266-56-94, 266-56-93",,"[{'address_components': [{'long_name': '354000', 'short_name': '354000', 'types': ['postal_code']}, {'long_name': 'Krasnodar Krai', 'short_name': 'Krasnodar Krai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}], 'formatted_address': 'Krasnodar Krai, Russia, 354000', 'geometry': {'bounds': {'northeast': {'lat': 43.59954190000001, 'lng': 39.737957}, 'southwest': {'lat': 43.552293, 'lng': 39.670006}}, 'location': {'lat': 43.5849214, 'lng': 39.7194217}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 43.59954190000001, 'lng': 39.737957}, 'southwest': {'lat': 43.552293, 'lng': 39.670006}}}, 'place_id': 'ChIJu_HVBAPH9UARZ1BeyxCXdgs', 'types': ['postal_code']}]",43.5849214,39.7194217
53,Ставрополь,Сервисный Центр A&D,"г. Ставрополь,","Ул. Льва Толстого, 121б","г. Ставрополь,,Ул. Льва Толстого, 121б","Телефон: +7 (8652) 71-38-88, 71-78-88",,"[{'address_components': [{'long_name': '121Б', 'short_name': '121Б', 'types': ['street_number']}, {'long_name': 'ulitsa Lva Tolstogo', 'short_name': 'ul. Lva Tolstogo', 'types': ['route']}, {'long_name': ""Stavropol'"", 'short_name': ""Stavropol'"", 'types': ['locality', 'political']}, {'long_name': ""gorod Stavropol'"", 'short_name': ""g. Stavropol'"", 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Stavropolskiy kray', 'short_name': 'Stavropolskiy kray', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '355005', 'short_name': '355005', 'types': ['postal_code']}], 'formatted_address': ""ul. Lva Tolstogo, 121Б, Stavropol', Stavropolskiy kray, Russia, 355005"", 'geometry': {'bounds': {'northeast': {'lat': 45.0226073, 'lng': 41.9540344}, 'southwest': {'lat': 45.0224687, 'lng': 41.9538081}}, 'location': {'lat': 45.022538, 'lng': 41.9539212}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 45.02388698029149, 'lng': 41.9552702302915}, 'southwest': {'lat': 45.02118901970849, 'lng': 41.9525722697085}}}, 'place_id': 'ChIJJ4hTNHqq-UARsHLfgRYQHCg', 'types': ['premise']}]",45.022538,41.9539212
54,Таганрог,Авторизованный сервисный центр,г. Таганрог,"ул. Дзержинского, д. 191","г. Таганрог,ул. Дзержинского, д. 191",Телефон: +7 (989) 507-20-97,"Понедельник, вторник, среда, четверг с 15.30 ДО 18.00","[{'address_components': [{'long_name': '191', 'short_name': '191', 'types': ['street_number']}, {'long_name': 'ulitsa Dzerzhinskogo', 'short_name': 'ul. Dzerzhinskogo', 'types': ['route']}, {'long_name': 'Taganrog', 'short_name': 'Taganrog', 'types': ['locality', 'political']}, {'long_name': 'gorod Taganrog', 'short_name': 'g. Taganrog', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Rostovskaya oblast'"", 'short_name': ""Rostovskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '347924', 'short_name': '347924', 'types': ['postal_code']}], 'formatted_address': ""ul. Dzerzhinskogo, 191, Taganrog, Rostovskaya oblast', Russia, 347924"", 'geometry': {'location': {'lat': 47.260502, 'lng': 38.9175534}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.26185098029149, 'lng': 38.91890238029149}, 'southwest': {'lat': 47.25915301970849, 'lng': 38.91620441970849}}}, 'place_id': 'ChIJtx_U60FY4UARgrsXRNtN6DY', 'types': ['street_address']}]",47.260502,38.9175534
55,Таганрог,Авторизованный сервисный центр,г. Таганрог,"пер. Гоголевский, д.24","г. Таганрог,пер. Гоголевский, д.24",Телефон: +7 (8634) 38-32-24,"Понедельник, вторник, среда, четверг с 15.30 ДО 18.00","[{'address_components': [{'long_name': '24', 'short_name': '24', 'types': ['street_number']}, {'long_name': 'Gogolevskiy pereulok', 'short_name': 'Gogolevskiy per.', 'types': ['route']}, {'long_name': 'Taganrog', 'short_name': 'Taganrog', 'types': ['locality', 'political']}, {'long_name': 'gorod Taganrog', 'short_name': 'g. Taganrog', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Rostovskaya oblast'"", 'short_name': ""Rostovskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '347935', 'short_name': '347935', 'types': ['postal_code']}], 'formatted_address': ""Gogolevskiy per., 24, Taganrog, Rostovskaya oblast', Russia, 347935"", 'geometry': {'location': {'lat': 47.214198, 'lng': 38.916617}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.2155469802915, 'lng': 38.9179659802915}, 'southwest': {'lat': 47.2128490197085, 'lng': 38.9152680197085}}}, 'partial_match': True, 'place_id': 'ChIJbSWmuUP940ARKLUewQnCc4E', 'types': ['street_address']}]",47.214198,38.916617
56,Тамбов,Авторизованный сервисный центр,"392000, г. Тамбов","ул. Московская, 19а","392000, г. Тамбов,ул. Московская, 19а","Телефон: +7 (4752) 72-73-51, 72-90-93",,"[{'address_components': [{'long_name': '19А', 'short_name': '19А', 'types': ['street_number']}, {'long_name': 'ulitsa Moskovskaya', 'short_name': 'ul. Moskovskaya', 'types': ['route']}, {'long_name': 'Tambov', 'short_name': 'Tambov', 'types': ['locality', 'political']}, {'long_name': 'gorod Tambov', 'short_name': 'g. Tambov', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Tambovskaya oblast'"", 'short_name': ""Tambovskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '392025', 'short_name': '392025', 'types': ['postal_code']}], 'formatted_address': ""ul. Moskovskaya, 19А, Tambov, Tambovskaya oblast', Russia, 392025"", 'geometry': {'location': {'lat': 52.736176, 'lng': 41.47445099999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.7375249802915, 'lng': 41.47579998029149}, 'southwest': {'lat': 52.7348270197085, 'lng': 41.4731020197085}}}, 'partial_match': True, 'place_id': 'ChIJUVJAYY8WOUERh6xuR2iaVaE', 'types': ['street_address']}]",52.736176,41.47445099999999
57,Тверь ,Авторизованный сервисный центр,"170008, г. Тверь","ул. 15 лет Октября, д. 12","170008, г. Тверь,ул. 15 лет Октября, д. 12",Телефон: +7 (4822) 58-82-22 ,,"[{'address_components': [{'long_name': '12', 'short_name': '12', 'types': ['street_number']}, {'long_name': 'ulitsa 15 let Oktyabrya', 'short_name': 'ul. 15 let Oktyabrya', 'types': ['route']}, {'long_name': ""Tver'"", 'short_name': ""Tver'"", 'types': ['locality', 'political']}, {'long_name': ""gorod Tver'"", 'short_name': ""g. Tver'"", 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Tverskaya oblast'"", 'short_name': ""Tverskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '170008', 'short_name': '170008', 'types': ['postal_code']}], 'formatted_address': ""ul. 15 let Oktyabrya, 12, Tver', Tverskaya oblast', Russia, 170008"", 'geometry': {'location': {'lat': 56.844249, 'lng': 35.9294778}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 56.84559798029149, 'lng': 35.9308267802915}, 'southwest': {'lat': 56.84290001970849, 'lng': 35.9281288197085}}}, 'place_id': 'ChIJP-0e8B-HtkYRQWJfhGd1CWU', 'types': ['street_address']}]",56.844249,35.9294778
58,Тула ,Авторизованный консультационный центр,"354000, г. Тула","ул. Плеханова, д. 56","354000, г. Тула,ул. Плеханова, д. 56",Телефон: +7 (4872) 40-00-65,,"[{'address_components': [{'long_name': '56', 'short_name': '56', 'types': ['street_number']}, {'long_name': 'ulitsa Plekhanova', 'short_name': 'ul. Plekhanova', 'types': ['route']}, {'long_name': 'Tula', 'short_name': 'Tula', 'types': ['locality', 'political']}, {'long_name': 'gorod Tula', 'short_name': 'g. Tula', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Tulskaya oblast'"", 'short_name': ""Tulskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '300001', 'short_name': '300001', 'types': ['postal_code']}], 'formatted_address': ""ul. Plekhanova, 56, Tula, Tulskaya oblast', Russia, 300001"", 'geometry': {'location': {'lat': 54.19919890000001, 'lng': 37.6448823}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 54.20054788029151, 'lng': 37.6462312802915}, 'southwest': {'lat': 54.19784991970851, 'lng': 37.6435333197085}}}, 'partial_match': True, 'place_id': 'ChIJkYoNRmU_NEERe4sE3oSv6KA', 'types': ['street_address']}]",54.19919890000001,37.6448823
59,Тюмень,Авторизованный консультационный центр,"625051, г. Тюмень","ул. Пермякова, д. 21/9Б","625051, г. Тюмень,ул. Пермякова, д. 21/9Б",Телефон: +7 (3452) 25-36-04,,"[{'address_components': [{'long_name': '21', 'short_name': '21', 'types': ['street_number']}, {'long_name': 'ulitsa Permyakova', 'short_name': 'ul. Permyakova', 'types': ['route']}, {'long_name': ""Tyumen'"", 'short_name': ""Tyumen'"", 'types': ['locality', 'political']}, {'long_name': ""gorod Tyumen'"", 'short_name': ""g. Tyumen'"", 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Tyumenskaya oblast'"", 'short_name': ""Tyumenskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '625051', 'short_name': '625051', 'types': ['postal_code']}], 'formatted_address': ""ul. Permyakova, 21, Tyumen', Tyumenskaya oblast', Russia, 625051"", 'geometry': {'location': {'lat': 57.119575, 'lng': 65.58126399999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 57.12092398029149, 'lng': 65.5826129802915}, 'southwest': {'lat': 57.11822601970849, 'lng': 65.57991501970848}}}, 'partial_match': True, 'place_id': 'ChIJB-Ly_9_gu0MRAlrMutV4vxg', 'types': ['street_address']}]",57.119575,65.58126399999999
60,Улан-Удэ,Авторизованный сервисный центр,"670047, г. Улан-Удэ","ул. Пирогова, 13а","670047, г. Улан-Удэ,ул. Пирогова, 13а",Телефон: +7 (3012) 43-65-83,,"[{'address_components': [{'long_name': '13А', 'short_name': '13А', 'types': ['street_number']}, {'long_name': 'ulitsa Pirogova', 'short_name': 'ul. Pirogova', 'types': ['route']}, {'long_name': 'Ulan-Ude', 'short_name': 'Ulan-Ude', 'types': ['locality', 'political']}, {'long_name': 'gorod Ulan-Ude', 'short_name': 'g. Ulan-Ude', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Buryatiya Republits', 'short_name': 'Buryatiya Republits', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '670047', 'short_name': '670047', 'types': ['postal_code']}], 'formatted_address': 'ul. Pirogova, 13А, Ulan-Ude, Buryatiya Republits, Russia, 670047', 'geometry': {'location': {'lat': 51.803453, 'lng': 107.613183}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 51.8048019802915, 'lng': 107.6145319802915}, 'southwest': {'lat': 51.8021040197085, 'lng': 107.6118340197085}}}, 'place_id': 'ChIJaW6hmGLbr10RzmR8h3svHbs', 'types': ['street_address']}]",51.803453,107.613183
61,Ульяновск,Авторизованный сервисный центр,"432071, г. Ульяновск","ул. Гончарова, 14","432071, г. Ульяновск,ул. Гончарова, 14",Телефон: +7 (960) 361-84-69,,"[{'address_components': [{'long_name': '14', 'short_name': '14', 'types': ['street_number']}, {'long_name': 'ulitsa Goncharova', 'short_name': 'ul. Goncharova', 'types': ['route']}, {'long_name': 'Ulyanovsk', 'short_name': 'Ulyanovsk', 'types': ['locality', 'political']}, {'long_name': 'Ulyanovsk', 'short_name': 'Ulyanovsk', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Ulyanovskaya oblast'"", 'short_name': ""Ulyanovskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '432000', 'short_name': '432000', 'types': ['postal_code']}], 'formatted_address': ""ul. Goncharova, 14, Ulyanovsk, Ulyanovskaya oblast', Russia, 432000"", 'geometry': {'location': {'lat': 54.31213899999999, 'lng': 48.396787}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 54.3134879802915, 'lng': 48.3981359802915}, 'southwest': {'lat': 54.3107900197085, 'lng': 48.3954380197085}}}, 'partial_match': True, 'place_id': 'ChIJH6QnOG03XUERx9cq1Zi4ZoI', 'types': ['street_address']}]",54.31213899999999,48.396787
62,Уфа,Авторизованный консультационный центр,"450080, г. Уфа","ул. Менделеева, 112","450080, г. Уфа,ул. Менделеева, 112",Телефон: +7 (917) 752-15-18,,"[{'address_components': [{'long_name': '112', 'short_name': '112', 'types': ['street_number']}, {'long_name': 'ulitsa Mendeleeva', 'short_name': 'ul. Mendeleeva', 'types': ['route']}, {'long_name': 'Ufa', 'short_name': 'Ufa', 'types': ['locality', 'political']}, {'long_name': 'Ufimskiy rayon', 'short_name': 'Ufimskiy r-n', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Respublika Bashkortostan', 'short_name': 'Respublika Bashkortostan', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '450092', 'short_name': '450092', 'types': ['postal_code']}], 'formatted_address': 'ul. Mendeleeva, 112, Ufa, Respublika Bashkortostan, Russia, 450092', 'geometry': {'location': {'lat': 54.7115192, 'lng': 55.9906186}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 54.71286818029149, 'lng': 55.99196758029149}, 'southwest': {'lat': 54.71017021970849, 'lng': 55.9892696197085}}}, 'partial_match': True, 'place_id': 'ChIJ0UxDurc72UMRXnF5rPkj7lo', 'types': ['street_address']}]",54.7115192,55.9906186
63,Хабаровск,Авторизованный консультационный центр,"680014, г. Хабаровск,","Ул. Карла Маркса, д. 182","680014, г. Хабаровск,,Ул. Карла Маркса, д. 182",Телефон: +7 (4212) 335-000,"вторник с 9.00 до 14.00, четверг с 16.00 до 18.00, пятница с 13.00 до 18.00.","[{'address_components': [{'long_name': '182', 'short_name': '182', 'types': ['street_number']}, {'long_name': 'ulitsa Karla Marksa', 'short_name': 'ul. Karla Marksa', 'types': ['route']}, {'long_name': 'Khabarovsk', 'short_name': 'Khabarovsk', 'types': ['locality', 'political']}, {'long_name': 'Khabarovskiy kray', 'short_name': 'Khabarovskiy kray', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '680031', 'short_name': '680031', 'types': ['postal_code']}], 'formatted_address': 'ul. Karla Marksa, 182, Khabarovsk, Khabarovskiy kray, Russia, 680031', 'geometry': {'location': {'lat': 48.50581100000001, 'lng': 135.138522}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 48.50715998029151, 'lng': 135.1398709802915}, 'southwest': {'lat': 48.50446201970851, 'lng': 135.1371730197085}}}, 'partial_match': True, 'place_id': 'ChIJI9XS_CbC-l4Rv6N-brkDUEo', 'types': ['street_address']}]",48.50581100000001,135.138522
64,Череповец,Авторизованный консультационный центр,"162622, г. Череповец","ул. Набережная, д. 41, оф. 4","162622, г. Череповец,ул. Набережная, д. 41, оф. 4",Телефон: +7 (8202) 74-54-47,,"[{'address_components': [{'long_name': '4', 'short_name': '4', 'types': ['subpremise']}, {'long_name': '41', 'short_name': '41', 'types': ['street_number']}, {'long_name': 'ulitsa Naberezhnaya', 'short_name': 'ul. nab.', 'types': ['route']}, {'long_name': 'Cherepovets', 'short_name': 'Cherepovets', 'types': ['locality', 'political']}, {'long_name': 'gorod Cherepovets', 'short_name': 'g. Cherepovets', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Vologodskaya oblast'"", 'short_name': ""Vologodskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '162622', 'short_name': '162622', 'types': ['postal_code']}], 'formatted_address': ""ul. nab., 41, 4, Cherepovets, Vologodskaya oblast', Russia, 162622"", 'geometry': {'location': {'lat': 59.12923900000001, 'lng': 37.941515}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 59.13058798029151, 'lng': 37.9428639802915}, 'southwest': {'lat': 59.1278900197085, 'lng': 37.9401660197085}}}, 'place_id': 'El7Rg9C7LiDQvdCw0LEuLCA0MSwgNCwg0KfQtdGA0LXQv9C-0LLQtdGGLCDQktC-0LvQvtCz0L7QtNGB0LrQsNGPINC-0LHQuy4sINCg0L7RgdGB0LjRjywgMTYyNjIy', 'types': ['subpremise']}]",59.12923900000001,37.941515
65,Ярославль,Авторизованный консультационный центр,"150003, г. Ярославль","пр-т Октября, д. 39","150003, г. Ярославль,пр-т Октября, д. 39",Телефон: +7 (4852) 74-59-45,,"[{'address_components': [{'long_name': '39', 'short_name': '39', 'types': ['street_number']}, {'long_name': 'prospekt Oktyabrya', 'short_name': 'pr. Oktyabrya', 'types': ['route']}, {'long_name': ""Yaroslavl'"", 'short_name': ""Yaroslavl'"", 'types': ['locality', 'political']}, {'long_name': ""gorod Yaroslavl'"", 'short_name': ""g. Yaroslavl'"", 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Yaroslavskaya oblast'"", 'short_name': ""Yaroslavskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '150040', 'short_name': '150040', 'types': ['postal_code']}], 'formatted_address': ""pr. Oktyabrya, 39, Yaroslavl', Yaroslavskaya oblast', Russia, 150040"", 'geometry': {'location': {'lat': 57.634874, 'lng': 39.87}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 57.63622298029151, 'lng': 39.8713489802915}, 'southwest': {'lat': 57.63352501970849, 'lng': 39.8686510197085}}}, 'partial_match': True, 'place_id': 'ChIJjQv5W2SRskYRJ5LB_ctOXLc', 'types': ['street_address']}]",57.634874,39.87
66,Ярославль,Авторизованный консультационный центр,"150054, г. Ярославль","пр-т Ленина, д. 52","150054, г. Ярославль,пр-т Ленина, д. 52",Телефон: +7 (4852) 21-17-54,,"[{'address_components': [{'long_name': '52', 'short_name': '52', 'types': ['street_number']}, {'long_name': 'prospekt Lenina', 'short_name': 'pr. Lenina', 'types': ['route']}, {'long_name': ""Yaroslavl'"", 'short_name': ""Yaroslavl'"", 'types': ['locality', 'political']}, {'long_name': ""gorod Yaroslavl'"", 'short_name': ""g. Yaroslavl'"", 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Yaroslavskaya oblast'"", 'short_name': ""Yaroslavskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '150054', 'short_name': '150054', 'types': ['postal_code']}], 'formatted_address': ""pr. Lenina, 52, Yaroslavl', Yaroslavskaya oblast', Russia, 150054"", 'geometry': {'location': {'lat': 57.62769999999999, 'lng': 39.844072}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 57.6290489802915, 'lng': 39.84542098029149}, 'southwest': {'lat': 57.62635101970849, 'lng': 39.8427230197085}}}, 'place_id': 'ChIJLfUPxNCTskYR_hTfZ8THSxY', 'types': ['street_address']}]",57.62769999999999,39.844072
